stock_code,description,revenue,units_sold,orders,sales_rows
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,808.16,422,22,24
21454,PAINTED PINK RABBIT,807.5999999999999,937,194,197
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,806.58,91,67,67
84767,ZINC POLICE BOX LANTERN,806.22,195,6,6
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,805.48,576,130,131
23409,PHOTO FRAME LINEN AND LACE LARGE,801.6800000000001,215,43,43
85044,RED REINDEER STRING OF 20 LIGHTS,801.4,149,40,40
85017A,ENVELOPE 50 ROMANTIC IMAGES,799.8,1166,179,180
22408,MONEY BOX CONFECTIONERY DESIGN,798.67,650,95,96
21015,DARK BIRD HOUSE TREE DECORATION,797.3299999999999,1720,192,194
23524,HORSE & PONY WALL ART,797.3100000000001,256,17,17
21455,PAINTED YELLOW WOODEN DAISY,797.27,901,167,171
20997,ROSE DU SUD CUSHION COVER,796.74,170,83,83
21723,ALPHABET HEARTS STICKER SHEET,796.2099999999999,895,141,142
21558,SKULL LUNCHBOX WITH CUTLERY,796.12,298,65,65
22058,CERAMIC LOVE HEARTS DESIGN MUG,795.72,520,103,110
23487,SWEET HEART CAKE CARRIER,795.5799999999999,80,44,44
17129F,DEEP BLUE GLASS GEMS IN BAG,794.4599999999999,669,64,65
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,793.34,650,51,52
35915C,PEACH KNITTED HEN,793.3199999999999,662,82,82
23106,ZINC HEARTS PLANT POT HOLDER,792.47,283,52,52
23519,EMBROIDERED RIBBON REEL CLAIRE,792.31,224,24,24
45008C,DECORATIVE NET CANOPY CREAM,792.0699999999999,83,34,34
22785,CUSHION COVER PINK UNION FLAG,792.0600000000001,120,28,28
84712B,PINK JEWELLED PHOTO FRAME,791.01,101,61,61
23335,EGG FRYING PAN IVORY,790.7800000000001,377,96,97
37330,SPOTS MUG,790.6999999999999,437,21,21
21286,RETRO SPOT CANDLE  LARGE,789.26,295,49,49
84247E,PACK/12 XMAS FUN CARD,789.1100000000001,273,62,62
23568,EGG CUP HENRIETTA HEN CREAM,787.52,630,48,48
90200B,BLACK SWEETHEART BRACELET,783.95,185,85,85
22414,DOOR MAT NEIGHBOURHOOD WITCH,783.87,95,51,51
72799C,PINK PILLAR CANDLE SILVER FLOCK,783.1,471,48,48
20989,URBAN CHIC CHOPSTICKS SET/5,782.18,407,57,57
22204,MILK PAN BLUE POLKADOT,782.16,226,92,93
20910,VINTAGE PHOTO ALBUM PARIS DAYS,781.8199999999999,108,48,48
37461,FUNKY MONKEY MUG,779.89,743,96,97
22684,FRENCH BLUE METAL DOOR SIGN 9,778.63,567,112,114
21456,2 PICTURE BOOK EGGS EASTER CHICKS,776.05,738,65,66
84029C,BROWN FURRY HOT WATER BOTTLE,773.97,205,49,49
90200A,PURPLE SWEETHEART BRACELET,770.91,182,104,104
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,770.85,165,70,70
35095B,RED VICTORIAN FABRIC OVAL BOX,770.84,1957,181,181
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,770.49,359,89,90
23115,RED APPLES CHOPPING BOARD,770.32,152,45,45
22985,WRAP BILLBOARD FONTS DESIGN,769.02,1831,64,64
84761,IVORY HANGING BIRD PLANTER,768.8499999999999,276,61,61
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,767.75,167,22,22
72755C,FLOWER FAIRY OIL BURNER SET ROSE,767.0,592,14,14
23140,TRIPLE WIRE HOOK IVORY HEART,766.1,182,52,52
16259,PIECE OF CAMO STATIONERY SET,766.09,5473,55,55
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,765.13,413,46,47
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,765.02,345,28,29
23550,WRAP ALPHABET POSTER,763.1,1855,64,64
35811A,ENAMEL PINK SUGAR CONTAINER,762.97,434,84,84
23006,TRAVEL CARD WALLET FLOWER MEADOW,762.75,1758,173,173
23458,DOLLY CABINET 3 DRAWERS,762.4499999999999,51,30,30
22124,SET OF 2 TEA TOWELS PING MICROWAVE,761.97,302,134,134
22492,MINI PAINT SET VINTAGE  BOY+ GIRL,761.4,1260,18,18
84762C,GREEN PICNIC BARBECUE BUCKET,761.25,105,43,43
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,760.8299999999999,527,101,101
23025,DRAWER KNOB VINTAGE GLASS BALL,760.8000000000001,350,54,54
90209C,PINK ENAMEL+GLASS HAIR COMB,760.79,402,68,68
23524,WALL ART HORSE & PONY,760.32,225,46,46
23123,COCKTAIL SWORDS 50 PIECES,759.5699999999999,935,95,95
84663A,GRASS HOPPER WOODEN WALL CLOCK,758.21,375,66,66
22638,SET OF 4 NAPKIN CHARMS CROWNS,758.18,414,78,78
85131B,BEADED CRYSTAL HEART GREEN ON STICK,757.0899999999999,979,225,225
21298,EDWARDIAN 2 DRAWER WALL CABINET,755.8,52,14,14
85135A,YELLOW DRAGONFLY HELICOPTER,754.59,94,63,63
47581B,FAIRY CAKE WICKER PICNIC BASKET,753.77,46,36,36
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,751.6800000000001,810,57,61
21194,PINK  HONEYCOMB PAPER FAN,751.5,578,95,97
23124,18PC WOODEN CUTLERY SET DISPOSABLE,751.38,567,43,43
84653,GREEN ROSE QUILT,750.48,14,12,12
21319,GLASS CHALICE GREEN  SMALL,750.3299999999999,510,66,66
23223,CHRISTMAS TREE HANGING SILVER,750.1899999999999,801,88,89
21344,MOROCCAN BEATEN METAL DISH,749.82,166,26,26
90209B,GREEN ENAMEL+GLASS HAIR COMB,749.65,389,102,103
90161B,ANT COPPER TURQ BOUDICCA BRACELET,749.4300000000001,150,78,78
21001,ROSE DU SUD WASHBAG,749.01,148,95,95
84615,PINK ROUND BUTTERFLY MIRROR,748.48,240,21,21
35647,VINTAGE BEAD PINK SHADE,748.24,563,74,75
84620,BLUE GINGHAM ROSE CUSHION COVER,746.61,121,50,50
21284,RETRO SPOT CANDLE  SMALL,744.75,408,60,60
84842,HELLO SAILOR BATHROOM SET,744.1500000000001,1505,35,35
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,743.26,674,46,46
23282,FOLDING BUTTERFLY MIRROR IVORY,742.92,794,133,135
84689,S/2 BEACH HUT TREASURE CHESTS,742.9,312,40,40
20854,BLUE PATCH PURSE PINK HEART,742.78,459,113,114
22676,"FRENCH BLUE METAL DOOR SIGN, 1",742.67,577,79,80
22847,"BREAD BIN, DINER STYLE, IVORY",742.55,49,11,11
84821,DANISH ROSE DELUXE COASTER,742.5,1318,74,75
21391,FRENCH EMROIDR LAVENDER SCENT HEART,741.6,341,67,68
21503,TOYBOX  WRAP,740.42,1801,64,64
23114,VINTAGE LEAF CHOPPING BOARD,737.95,149,45,45
85130C,BEADED CRYSTAL HEART BLUE  LARGE,737.89,659,68,69
84033,FLAG OF ST GEORGE,735.38,392,49,50
84715,SET OF 6 ICE CREAM SKITTLES,734.8900000000001,241,47,47
21415,CLAM SHELL SMALL,734.57,351,84,84
84708B,PINK JEWELLED PHOTO FRAME,732.7900000000001,142,53,54
85230F,JASMINE VOTIVE CANDLE,732.66,2970,63,63
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,732.4200000000001,824,99,99
21365,MIRRORED WALL ART STARS,731.5300000000001,476,79,81
ADJUST2,Adjustment by Peter on Jun 25 2010,731.05,3,3,3
47503F,ASS FLORAL PRINT TORCH,729.9499999999999,2567,11,11
22100,SKULLS SQUARE TISSUE BOX,729.55,1016,137,138
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,728.9699999999999,560,88,88
35095A,BLUE VICTORIAN FABRIC OVAL BOX,728.92,1813,169,169
72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,728.6700000000001,650,34,36
21221,SET/4 BADGES CUTE CREATURES,728.4399999999999,547,111,111
84971L,LARGE HEART FLOWERS HOOK,728.4300000000001,587,59,60
21443,OLIVE CHALET BIRDFEEDER,727.9300000000001,257,26,26
20657,TROPICAL LUGGAGE TAG,727.72,1878,119,119
84976,RECTANGULAR SHAPED MIRROR,726.12,675,57,57
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,724.59,251,43,43
21026,SPACE OWL,724.25,553,128,129
85017C,ENVELOPE 50 CURIOUS IMAGES,723.92,1092,120,122
85088,CANDY SPOT HAND BAG,723.85,347,78,79
84595E,LARGE TORTILLA DESIGN RED BOWL,723.5699999999999,367,43,43
21393,BLUE  SPOTTY PUDDING BOWL,723.5500000000001,2679,28,28
84569A,PACK 3 IRON ON DOG PATCHES,722.4399999999999,576,115,117
20701,PINK CAT FLORAL CUSHION COVER,721.49,353,50,50
10134,COLOURING PENCILS BROWN TUBE,721.13,625,52,54
84684,BEACH HUT PHOTO FRAME,720.6999999999999,609,40,40
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,719.23,650,128,128
23222,CHRISTMAS TREE HANGING GOLD,718.53,799,75,77
35951,FOLKART BAUBLE CHRISTMAS DECORATION,717.99,1352,46,46
72131,COLUMBIAN CANDLE RECTANGLE,717.63,761,59,61
21265,PINK GOOSE FEATHER TREE 60CM,717.41,323,36,36
21457,2 PICTURE BOOK EGGS EASTER DUCKS,716.0,685,65,65
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,715.91,146,65,65
21076,SET/20 COLLAGE PAPER NAPKIN,714.55,843,92,94
20763,DAISY SKETCHBOOK,714.23,269,76,76
20850,ZINC HEART LATTICE PLANTER BOWL,713.8000000000001,820,23,23
35915B,BLUE KNITTED HEN,713.7299999999999,563,67,68
21133,PAINTED BIRD ASSORTED CHRISTMAS,712.91,410,42,42
16015,MEDIUM CHINESE STYLE SCISSOR,711.88,1573,66,66
23042,PAPER LANTERN 7 POINT SNOW STAR,711.51,103,28,28
23070,EDWARDIAN HEART PHOTO FRAME,709.5400000000001,160,44,44
21442,GREEN BIRDHOUSE DECORATION,706.63,974,137,137
21308,LOUVRE VANITY MIRROR,705.9,132,6,6
22511,RETROSPOT BABUSHKA DOORSTOP,705.5600000000001,304,78,78
22981,PANTRY APPLE CORER,704.13,471,105,108
84869,CANDY BUTTON PHOTO ALBUM,703.54,302,26,26
84993A,75 GREEN PETIT FOUR CASES,703.5,1549,210,211
84563A,PINK & WHITE BREAKFAST TRAY,703.0,142,64,64
90161D,ANT COPPER PINK BOUDICCA BRACELET,702.7900000000001,141,77,77
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,701.74,427,48,48
21397,BLUE POLKADOT EGG CUP,701.0999999999999,1177,84,84
84917,WHITE HAND TOWEL WITH BUTTERFLY,698.66,232,56,56
21740,COSY SLIPPER SHOES LARGE RED,698.0100000000001,201,66,67
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,696.89,836,107,108
84584,PINK GINGHAM CAT WITH SCARF,696.75,282,75,75
22965,3 TRADITIONAL COOKIE CUTTERS  SET,696.6000000000001,366,12,12
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,696.0999999999999,108,53,53
22036,DINOSAUR BIRTHDAY CARD,695.11,1649,135,135
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74,75
20898,VINTAGE NOTEBOOK TRAVELOGUE,693.9200000000001,327,53,55
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,693.25,533,13,13
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,693.1999999999999,591,112,112
35964,FOLKART CLIP ON STARS,693.08,1189,134,136
85096,HILDA CANDY SPOT RABBIT,692.16,166,68,69
20862,PINK PATCH PENCIL CASE BLUE HEART,691.1400000000001,325,37,37
72753A,S/3 FLWR FAIRY LILLY CANDLES,690.24,315,14,14
20856,DENIM PATCH PURSE PINK BUTTERFLY,688.9399999999999,417,124,126
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,688.7299999999999,274,83,83
47594A,CAROUSEL DESIGN WASHBAG,688.67,347,108,108
37444C,PINK BREAKFAST CUP AND SAUCER,688.49,1657,57,57
85186A,EASTER BUNNY GARLAND OF FLOWERS,688.42,1476,162,163
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,684.4599999999999,291,69,69
90160C,TURQ+RED BOUDICCA LARGE BRACELET,684.22,98,46,46
21197,MULTICOLOUR  CONFETTI IN TUBE,683.2599999999999,466,47,48
62094B,TURQ ICE CREAM BUM BAG,683.05,306,68,68
37492D,PURPLE GREEN FLOWER PIGGY BANK,682.9899999999999,361,26,26
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,682.66,516,111,111
23120,PACK OF 6 SMALL FRUIT STRAWS,682.39,1685,100,105
85023B,EAU DE NILE JEWELLED PHOTOFRAME,682.35,293,38,38
17165D,ASS COL LARGE SAND FROG P'WEIGHT,682.32,716,89,93
22033,BOTANICAL ROSE GREETING CARD,681.93,1603,128,128
84865,NEW BAROQUE BLACK PHOTO ALBUM,681.9,81,52,52
23325,RUSTIC STRAWBERRY JAM POT SMALL,681.54,426,32,32
85084,HOLLY TOP CHRISTMAS STOCKING,681.4,682,84,87
21674,RIDGED GLASS PENDANT LAMPSHADE,680.8499999999999,43,9,9
21386,IVORY HANGING DECORATION  EGG,680.78,1148,105,110
84925D,LA PALMIERA WALL THERMOMETER,680.0,453,27,27
21847,GREEN  DIAMANTE PEN IN GIFT BOX,679.58,348,72,73
23597,PAPER BUNTING PAISLEY PARK,679.07,249,31,31
75013B,"STRING OF 8 BUTTERFLIES,PINK",677.8699999999999,395,78,82
84916,HAND TOWEL PALE BLUE W FLOWERS,676.91,267,63,63
21750,LARGE SKULL WINDMILL,676.48,312,63,63
84824,DANISH ROSE UMBRELLA STAND,676.4499999999999,38,32,32
21263,GREEN GOOSE FEATHER TREE 60CM,676.02,302,59,60
23428,IVORY RETRO KITCHEN WALL CLOCK,675.91,77,33,33
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",675.75,265,68,70
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",674.95,495,119,119
22034,ROBIN CHRISTMAS CARD,674.75,1620,95,95
46776E,WOVEN CANDY CUSHION COVER,674.65,208,80,80
22999,TRAVEL CARD WALLET RETRO PETALS,674.11,1544,105,108
21879,HEARTS GIFT TAPE,672.71,1576,156,157
21884,CAKES AND BOWS GIFT  TAPE,672.5600000000001,1454,166,166
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,670.38,74,51,51
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,670.23,74,48,48
72023F,RED ORGANIC CANDLE IN GLASS,669.62,640,49,51
85205B,PINK FELT EASTER RABBIT GARLAND,669.38,241,61,62
85203,HANGING WOOD AND FELT BUTTERFLY,669.27,1467,226,233
16169K,WRAP FOLK ART,669.25,2100,61,61
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.8500000000001,255,11,11
21441,BLUE BIRDHOUSE DECORATION,667.3199999999999,941,135,136
72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,666.85,303,30,30
21247,SET OF RED SALAD SERVERS,664.73,422,81,81
85019C,CURIOUS  IMAGES NOTEBOOK SET,663.94,426,26,26
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,663.74,522,118,118
22510,GINGHAM BABUSHKA DOORSTOP,663.35,280,64,64
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",661.95,178,71,71
22383,LUNCHBAG SUKI  DESIGN,661.63,410,35,35
23547,WRAP FLOWER SHOP,661.5,1575,62,62
17109C,FLOWER FAIRY INCENSE ROSE,661.23,3124,15,15
23482,PEARLISED IVORY HEART LARGE,661.02,418,39,39
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,661.0,64,45,46
85188B,PINK METAL SWINGING BUNNY,660.88,748,74,76
22322,BIRD DECORATION GREEN  SPOT,660.62,678,108,108
21764,VINTAGE WOODEN PLATE RACK,659.1500000000001,17,11,11
85186C,BUNNY EGG GARLAND,658.19,1400,152,156
46776D,WOVEN SUNSET CUSHION COVER,658.07,153,76,76
20652,BLUE SPOTTY LUGGAGE TAG,657.9,1236,80,81
84986B,SET OF 36 SILVER PAPER DOILIES,656.9399999999999,438,80,81
22056,CERAMIC PLATE LOVE HEART DESIGN,656.87,607,34,34
85028S,FRENCH CHATEAU SMALL FRUITBOWL,656.82,430,33,34
22677,"FRENCH BLUE METAL DOOR SIGN, 2",656.41,509,77,77
22134,LADLE LOVE HEART RED,655.97,1508,152,152
22042,CHRISTMAS CARD SINGING ANGEL,655.52,1805,137,138
22054,MINI CAKE STAND HANGING HEARTS,655.01,361,74,78
21307,SET/4 BUTTERFLY MIRROR MAGNETS,654.2700000000001,751,74,74
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,654.01,271,27,27
47310M,"SMALL POP BOX,FUNKY MONKEY",652.21,489,86,86
85168B,BLACK BAROQUE CARRIAGE CLOCK,652.17,72,52,52
35004P,SET OF 3 PINK FLYING DUCKS,651.69,121,44,44
20618,QUEEN OF THE SKIES PASSPORT COVER,650.64,298,138,138
20714,POSY SHOPPER BAG,649.8199999999999,1580,28,28
23224,CHERUB HEART DECORATION GOLD,649.02,738,71,71
85215,ASSORTED CHEESE FRIDGE MAGNETS,648.44,838,68,69
21350,GINGHAM HEART WREATH,647.7500000000001,225,42,44
21003,ROSE DU SUD CUSHION COVER,647.75,109,64,64
17084N,FAIRY DREAMS INCENSE,647.66,2798,191,191
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,647.4,1622,82,83
21134,VICTORIAN METAL POSTCARD CHRISTMAS,646.4399999999999,377,46,48
22678,"FRENCH BLUE METAL DOOR SIGN, 3",645.15,501,71,71
47597,NEW ENGLAND TEATOWELS,644.88,322,124,126
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,59,59
17181,CIRCLE OF FRIENDS CANDLE HOLDER,642.66,353,65,67
85185D,FROG SOCK PUPPET,642.01,197,68,68
16169M,WRAP DAISY CARPET,640.95,2060,59,60
21816,CHRISTMAS TREE T-LIGHT HOLDER,640.24,424,51,52
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,639.74,435,72,73
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,639.4699999999999,699,94,94
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,638.8000000000001,879,75,78
84601A,NEW BAROQUE IVORY CUSHION COVER,638.34,260,15,15
84766,SILVER ROCOCO CANDLE STICK,638.0,200,27,27
84707B,PINK JEWELLED MIRROR TRINKET TRAY,636.94,81,53,53
16169N,WRAP BLUE RUSSIAN FOLKART,636.75,2050,57,57
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,636.18,478,93,94
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,28,28
20819,SILVER TEDDY BEAR,635.24,229,66,66
22391,PAPERWEIGHT HOME SWEET HOME,635.1899999999999,323,66,66
23298,"BUNTING , SPOTTY",634.7,146,7,7
84247G,"DECOUPAGE,GREETING CARD,",633.76,1487,111,111
20696,FLORAL SOFT CAR TOY,633.18,153,62,62
84596J,MIXED NUTS LIGHT GREEN BOWL,633.03,815,143,143
22288,HANGING METAL RABBIT DECORATION,632.01,480,63,67
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,44,45
84964A,PINK PAINTED KASHMIRI TABLE,630.0,11,2,2
90195A,PURPLE GEMSTONE BRACELET,629.9499999999999,75,46,46
22043,CHRISTMAS CARD SCREEN PRINT,629.88,2222,129,130
23019,SMALL APOTHECARY MEASURING JAR,629.0500000000001,81,28,28
85230E,STRAWBRY SCENTED VOTIVE CANDLE,628.41,2445,66,66
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,30
22263,FELT EGG COSY LADYBIRD,627.38,836,105,107
72814,SET OF 3 CHRISTMAS BRIAR CANDLES,626.39,176,31,32
71101E,STANDING FAIRY POLE SUPPORT,626.13,777,47,48
22092,BLUE PAISLEY TISSUE BOX,625.41,959,144,144
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,625.1999999999999,1992,2,2
82616A,BUBBLE GUM SCARF KNITTING KIT,624.21,316,52,52
22289,"DECORATION , HANGING METAL CHICKEN",623.96,616,42,43
90199C,5 STRAND GLASS NECKLACE CRYSTAL,623.39,105,32,36
85092,CANDY SPOT TEA COSY,622.57,391,24,24
20694,FLORAL PINK MONSTER,622.33,166,54,55
22129,PARTY CONES CANDY DECORATION,621.96,454,67,67
23425,STORAGE TIN HOME SWEET HOME,621.44,275,56,56
23180,MUM'S KITCHEN CLOCK,621.09,122,49,49
16156N,"WRAP, FRIENDSHIP ON GREEN",619.5,1475,56,56
23528,WALL ART SPACEBOY,618.59,173,37,37
20655,QUEEN OF SKIES LUGGAGE TAG,618.5,420,194,197
22837,HOT WATER BOTTLE BABUSHKA LARGE,618.0,136,14,14
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,617.7800000000001,122,45,45
23471,SIX DRAWER OFFICE TIDY,616.79,65,27,27
23453,OVAL  MINI PORTRAIT FRAME,615.98,316,47,49
72772,SET/4 SCENTED CANDLES IN RAMEKINS,615.84,457,9,9
84876D,BLUE HEART COMPACT MIRROR,615.52,335,36,36
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,615.4,282,34,34
21392,RED POLKADOT PUDDING BOWL,615.2,3720,18,20
90143,SILVER BRACELET W PASTEL FLOWER,614.7,81,43,43
20689,RETRO SISTERS EXPRESSO CUPS,614.1,429,41,41
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,613.6700000000001,145,85,85
84859A,SILVER DISCO HANDBAG,613.53,293,58,60
47583A,SET OF 3 WICKER BASKET ROSE,612.8199999999999,71,6,6
37351,ORANGE FLOWER MUG,612.5099999999999,5404,11,11
23018,LARGE APOTHECARY MEASURING JAR,612.1600000000001,51,21,21
22538,MINI JIGSAW GO TO THE FAIR,612.13,1445,87,87
79190B,RETRO PLASTIC POLKA TRAY,611.93,1503,138,138
79315W,FLYING SAUCER TABLE LIGHT IN WHITE,611.5100000000001,199,13,13
84051,ASS COLOUR GLOWING TIARAS,611.38,750,61,62
35972,DAISY FOLKART HEART DECORATION,611.38,440,87,88
84858C,PINK RIVIERA HANDBAG,611.0699999999999,347,30,30
22680,"FRENCH BLUE METAL DOOR SIGN, 5",610.11,477,65,65
GIFT_0001_30,Dotcomgiftshop Gift Voucher £30.00,610.09,24,24,24
23454,THREE MINI HANGING FRAMES,610.0,142,50,53
20695,FLORAL BLUE MONSTER,608.83,143,62,62
21173,LOO ROLL  METAL SIGN,607.9599999999999,340,77,78
62096A,PINK/YELLOW FLOWERS HANDBAG,607.79,395,91,93
21416,CLAM SHELL LARGE,606.8100000000001,752,23,24
85169D,PINK LOVE BIRD CANDLE,606.49,522,89,89
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,602.6800000000001,133,73,73
84932A,SMALL GREEN PEONY FOLDING STOOL,602.6,262,24,24
17109D,FLOWER FAIRY INCENSE BOUQUET,601.69,1259,39,40
20863,BLUE PATCH PENCIL CASE PINK HEART,601.53,293,50,50
82095,HEART BUTTONS JEWELLERY BOX,600.91,100,48,48
23520,EMBROIDERED RIBBON REEL RUBY,600.55,167,32,32
21167,WHITE SAGE INCENSE,600.17,2495,118,118
85146,JARDIN ETCHED GLASS SMALL BELL JAR,599.38,118,29,31
16236,KITTY PENCIL ERASERS,599.31,2666,266,271
21440,12 MINI TOADSTOOL PEGS,597.56,472,95,96
84846A,SCENTED CANDLE IN DIGITALIS TIN,596.97,263,57,57
84682,CLASSICAL ROSE DISH,596.94,295,49,51
90010B,BLACK/WHITE GLASS/SILVER BRACELET,596.74,65,36,36
20781,GOLD EAR MUFF HEADPHONES,596.4,106,63,63
22679,"FRENCH BLUE METAL DOOR SIGN, 4",596.34,468,62,62
20794,BLUE  TILE HOOK,596.0799999999999,213,49,50
84563B,BLUE & WHITE BREAKFAST TRAY,595.99,129,60,60
85117,NIGHTINGALE COATHOOK WHITE,594.3199999999999,347,61,61
72122,COFFEE SCENT PILLAR CANDLE,594.28,587,121,125
47469,ASSORTED SHAPES PHOTO CLIP SILVER,594.28,1220,29,36
84924A,WAKE UP COCKEREL CALENDAR SIGN,593.5,139,65,65
20849,ZINC HEART LATTICE DOUBLE PLANTER,593.03,674,24,24
23377,PACK OF 12 DOLLY GIRL TISSUES,592.4499999999999,1351,133,134
85113,POLKA DOT PISTACHIO PAIL,591.6600000000001,285,48,49
21304,ARCHED GREY MIRROR,591.58,86,18,18
84963B,BLUE PAINTED KASHMIRI CHAIR,591.5,18,6,6
21322,GLASS SPHERE CANDLE STAND LARGE,590.45,301,14,14
20661,BLUE SPOTTY PURSE,589.9000000000001,483,70,71
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",588.64,326,65,65
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,588.43,458,79,79
21893,POTTING SHED SEED TIN,587.8,172,20,20
21223,SET/4 BADGES WOODLAND ANIMAL,587.08,492,43,44
37444A,YELLOW BREAKFAST CUP AND SAUCER,587.06,2714,47,47
84934,ASSTD DESIGN POP ART SLIM PEN,586.5,687,13,13
22683,"FRENCH BLUE METAL DOOR SIGN, 8",586.36,458,63,64
23565,EGG CUP MILKMAID HELGA,586.31,410,63,63
23499,SET 12 VINTAGE DOILY CHALK,586.23,1312,110,113
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,584.93,415,89,89
72800B,4 PURPLE FLOCK DINNER CANDLES,583.81,349,59,60
21016,LIGHT BIRD HOUSE TREE DECORATION,582.85,834,82,87
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,582.78,1487,75,82
85230B,CINNAMON SCENTED VOTIVE CANDLE,581.92,2192,71,71
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,581.27,90,39,39
22785,SQUARECUSHION COVER PINK UNION JACK,581.23,173,42,42
16238,PARTY TIME PENCIL ERASERS,579.68,2523,245,246
20804,GLASS CHICKEN BUTTER DISH,579.31,325,61,61
22999,TRAVEL CARD WALLET VINTAGE LEAF,578.48,1350,117,117
85232A,SET/3 POLKADOT STACKING TINS,578.46,113,44,44
21419,CONCH SHELL,577.6899999999999,1259,19,19
85202,HANGING WOOD AND FELT HEART,577.65,1217,211,221
22685,"FRENCH BLUE METAL DOOR SIGN, 0",577.51,461,54,55
23324,RUSTIC STRAWBERRY JAM POT LARGE,577.48,279,38,38
35922,EASTER BUNNY WREATH,575.99,97,36,36
17013D,ORIGAMI ROSE INCENSE IN TUBE,575.76,1069,32,32
22044,CHRISTMAS CARD STACK OF PRESENTS,575.48,2000,93,93
85144,JARDIN ETCHED GLASS CHEESE DISH,575.45,219,40,41
23016,GLASS TWIST BON BON JAR,575.25,74,24,24
22447,PIN CUSHION BABUSHKA BLUE,575.1,184,61,61
23125,6PC WOOD PLATE SET DISPOSABLE,574.88,459,38,38
84932D,SMALL ORIENTAL RED FOLDING STOOL,574.71,239,21,21
20935,ROUND CACTUS CANDLE,574.48,300,46,47
22684,"FRENCH BLUE METAL DOOR SIGN, 9",572.58,450,54,55
84675,FROG KING WATERING CAN,571.71,206,62,62
85169B,BLACK LOVE BIRD CANDLE,571.68,481,99,100
20615,BLUE SPOTTY PASSPORT COVER,570.85,316,88,89
85119,WATERING CAN SINGLE HOOK PISTACHIO,570.84,414,40,41
16162L,THE KING GIFT BAG,570.4300000000001,8101,30,30
84773,RED ROSE AND LACE C/COVER,569.35,193,49,50
85169C,EAU DE NIL LOVE BIRD CANDLE,569.33,506,72,72
85129A,"WHITE PEARL BEADED HEART, SMALL",569.16,444,75,80
85086A,CANDY SPOT HEART DECORATION,568.73,587,152,153
23219,LAUREL STAR ANTIQUE SILVER,568.6,430,61,64
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,568.02,450,32,32
22425,ENAMEL COLLANDER CREAM,567.12,122,23,23
