campaign_rank,customer_id,decision_date,churn_probability,predicted_churn,saved_model_threshold,policy_risk_floor,probability_alive,historical_revenue,expected_revenue_clv_12m,rfm_value_tier,clv_value_tier,rfm_segment,ml_cluster,cluster_name,recommended_action,action_basis,intervention_cost,assumed_recoverable_share,scenario_revenue_at_risk_proxy,scenario_expected_retention_benefit,scenario_expected_net_benefit,scenario_benefit_cost_ratio,breakeven_recoverable_share,priority_score,decision_status
388,16123,2011-12-10,0.859081964792215,1.0,0.31000000000000005,0.2,1.0,307.78,861.9489470929135,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,740.4847950191611,2.2214543850574833,1.2214543850574833,2.2214543850574833,0.004501555407693521,88.55335058958873,selected
389,16982,2011-12-10,0.9238010500675827,1.0,0.31000000000000005,0.2,1.0,384.06,799.810344538068,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,738.8656361391824,2.216596908417547,1.216596908417547,2.216596908417547,0.004511420169370854,88.52459016393442,selected
390,16504,2011-12-10,0.6631854476373612,1.0,0.31000000000000005,0.2,1.0,465.88,1112.8653877946042,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,738.0361303646902,2.2141083910940704,1.2141083910940704,2.2141083910940704,0.004516490719344883,88.49582973828014,selected
391,15193,2011-12-10,0.9213582495601347,1.0,0.31000000000000005,0.2,1.0,499.32,799.810344538068,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,736.9118590236825,2.2107355770710475,1.2107355770710475,2.2107355770710475,0.004523381314217944,88.46706931262582,selected
392,15195,2011-12-10,0.4898201755939329,1.0,0.31000000000000005,0.2,1.0,3861.0,1503.7027794336811,High Value,Core,New Customers,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,736.5439594632907,2.209631878389872,1.2096318783898719,2.209631878389872,0.004525640717713966,88.43830888697153,selected
393,13805,2011-12-10,0.6182548836327066,1.0,0.31000000000000005,0.2,0.925699837840704,924.6,1189.1235235960069,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,735.1814257057633,2.2055442771172897,1.2055442771172897,2.2055442771172897,0.004534028223214946,88.40954846131723,selected
394,14015,2011-12-10,0.8600228421001677,1.0,0.31000000000000005,0.2,1.0,917.34,854.5654339995674,Medium Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,734.9457933088712,2.2048373799266137,1.2048373799266137,2.2048373799266137,0.004535481886801485,88.38078803566293,selected
395,16561,2011-12-10,0.5806132412410439,1.0,0.31000000000000005,0.2,0.9517210706354414,511.12,1262.7513373433312,Low Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,733.1701468563743,2.199510440569123,1.199510440569123,2.199510440569123,0.0045464662570151295,88.35202761000863,selected
396,14752,2011-12-10,0.7905287346588851,1.0,0.31000000000000005,0.2,1.0,389.64,926.026712410484,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,732.0507252221872,2.196152175666562,1.1961521756665618,2.196152175666562,0.004553418524818238,88.32326718435432,selected
397,15937,2011-12-10,0.9435863131449427,1.0,0.31000000000000005,0.2,1.0,145.35,775.012330008619,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,731.2910271147044,2.193873081344113,1.1938730813441132,2.193873081344113,0.004558148821386392,88.29450675870004,selected
398,17466,2011-12-10,0.5733830729093001,1.0,0.31000000000000005,0.2,0.9492190763035017,763.28,1270.1139875448923,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,728.2618611235749,2.184785583370725,1.1847855833707248,2.184785583370725,0.004577108195931899,88.26574633304573,selected
399,14179,2011-12-10,0.745278090659754,1.0,0.31000000000000005,0.2,0.9106692689531845,701.57,976.7820771976018,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,727.9742814844972,2.1839228444534915,1.1839228444534915,2.1839228444534915,0.004578916341022303,88.23698590739143,selected
400,16753,2011-12-10,0.8943064730596963,1.0,0.31000000000000005,0.2,1.0,223.92000000000002,812.8220973118165,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,726.9120630719159,2.1807361892157475,1.1807361892157475,2.1807361892157475,0.00458560739692052,88.20822548173713,selected
401,17668,2011-12-10,0.5733047607430529,1.0,0.31000000000000005,0.2,0.9541361655518054,347.75,1261.2519074587444,Low Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,723.0817230423546,2.1692451691270636,1.1692451691270636,2.1692451691270636,0.004609898476355325,88.17946505608283,selected
402,13260,2011-12-10,0.9101261099146032,1.0,0.31000000000000005,0.2,1.0,557.62,793.4613772045885,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,722.1499166026957,2.1664497498080872,1.1664497498080872,2.1664497498080872,0.004615846733064471,88.15070463042854,selected
403,12716,2011-12-10,0.6620150060182367,1.0,0.31000000000000005,0.2,0.9537483252247954,1053.49,1089.7276477851312,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,721.4160553067126,2.164248165920138,1.1642481659201378,2.164248165920138,0.004620542208360133,88.12194420477422,selected
404,12611,2011-12-10,0.8436235161455878,1.0,0.31000000000000005,0.2,1.0,1193.32,854.5654339995674,Medium Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,720.9314962071953,2.162794488621586,1.1627944886215862,2.162794488621586,0.004623647809632297,88.09318377911993,selected
405,18019,2011-12-10,0.8363770650765757,1.0,0.31000000000000005,0.2,1.0,38.45,861.9489470929135,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,720.9143306154157,2.162742991846247,1.162742991846247,2.162742991846247,0.004623757902673124,88.06442335346563,selected
406,16171,2011-12-10,0.8936441587738032,1.0,0.31000000000000005,0.2,1.0,73.2,806.2630564078041,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,720.5122707939476,2.1615368123818426,1.1615368123818426,2.1615368123818426,0.0046263380492607906,88.03566292781133,selected
407,14383,2011-12-10,0.6392394773630091,1.0,0.31000000000000005,0.2,0.9493560780212259,1247.69,1939.8905349580916,High Value,High,Loyal Customers,2,Established Moderate-Value Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1240.0546117080587,11.160491505372528,1.1604915053725282,1.1160491505372527,0.026880536565578997,88.00690250215703,selected
408,16056,2011-12-10,0.7920083372977489,1.0,0.31000000000000005,0.2,1.0,650.75,909.1177925903581,Medium Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,720.0288713172893,2.1600866139518677,1.1600866139518677,2.1600866139518677,0.00462944399331518,87.97814207650273,selected
409,16025,2011-12-10,0.6758018713800215,1.0,0.31000000000000005,0.2,1.0,439.65999999999997,1065.005262370533,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,719.732549339577,2.159197648018731,1.159197648018731,2.159197648018731,0.0046313499874251676,87.94938165084844,selected
410,13504,2011-12-10,0.927350536052929,1.0,0.31000000000000005,0.2,1.0,295.93,775.012330008619,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,718.7080996811223,2.156124299043367,1.156124299043367,2.156124299043367,0.0046379515338873635,87.92062122519413,selected
411,13483,2011-12-10,0.9339227031306614,1.0,0.31000000000000005,0.2,1.0,140.34,769.0541165071422,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,718.2370993421129,2.1547112980263385,1.1547112980263385,2.1547112980263385,0.004640992976256146,87.89186079953983,selected
412,18104,2011-12-10,0.7318168304265656,1.0,0.31000000000000005,0.2,1.0,754.64,980.8140815400616,Medium Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,717.7762523903909,2.1533287571711726,1.1533287571711726,2.1533287571711726,0.004643972717448402,87.86310037388554,selected
413,13735,2011-12-10,0.2832246267913425,0.0,0.31000000000000005,0.2,0.9878836078206749,9762.77,4373.8293394879165,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1238.7761823254893,11.148985640929403,1.1489856409294035,1.1148985640929403,0.02690827754756991,87.83433994823123,selected
414,17030,2011-12-10,0.916747420197069,1.0,0.31000000000000005,0.2,1.0,146.87,781.0647523132385,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,716.039096690024,2.148117290070072,1.148117290070072,2.148117290070072,0.004655239286153596,87.80557952257693,selected
415,17206,2011-12-10,0.8445208484865158,1.0,0.31000000000000005,0.2,1.0,204.24,847.3090000557274,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,715.5701156573242,2.1467103469719726,1.1467103469719726,2.1467103469719726,0.004658290306424167,87.77681909692264,selected
416,12602,2011-12-10,0.8783787628870435,1.0,0.31000000000000005,0.2,1.0,153.12,812.8220973118165,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,713.9656682840055,2.1418970048520163,1.1418970048520163,2.1418970048520163,0.0046687585711857795,87.74805867126834,selected
417,12617,2011-12-10,0.6668210615319236,1.0,0.31000000000000005,0.2,1.0,352.98,1065.005262370533,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,710.1679395910036,2.1305038187730108,1.1305038187730108,2.1305038187730108,0.0046937254521135525,87.71929824561403,selected
418,14485,2011-12-10,0.7301112579903171,1.0,0.31000000000000005,0.2,1.0,162.8,971.2302697395694,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,709.106154037832,2.1273184621134957,1.1273184621134957,2.1273184621134957,0.004700753638016649,87.69053781995973,selected
419,14261,2011-12-10,0.7312238698307185,1.0,0.31000000000000005,0.2,0.9096801752216389,1163.45,968.0858765950765,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,707.8875010123152,2.1236625030369454,1.1236625030369454,2.1236625030369454,0.004708846149376132,87.66177739430545,selected
420,15930,2011-12-10,0.9333022759095942,1.0,0.31000000000000005,0.2,1.0,426.63,757.4115882163126,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,706.893959082585,2.1206818772477547,1.1206818772477547,2.1206818772477547,0.004715464449094135,87.63301696865113,selected
421,18082,2011-12-10,0.6338104984275861,1.0,0.31000000000000005,0.2,1.0,680.84,1112.8653877946042,Medium Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,705.345766120907,2.116037298362721,1.1160372983627211,2.116037298362721,0.004725814619495354,87.60425654299684,selected
422,13822,2011-12-10,0.6195556602395934,1.0,0.31000000000000005,0.2,0.9510775941960775,632.0,1138.2725674096798,Medium Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,705.2232120341213,2.1156696361023637,1.1156696361023637,2.1156696361023637,0.004726635874220281,87.57549611734254,selected
423,14184,2011-12-10,0.9219746041027459,1.0,0.31000000000000005,0.2,1.0,452.89,763.1879128238933,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,703.6398737818099,2.1109196213454298,1.1109196213454298,2.1109196213454298,0.004737271802716171,87.54673569168824,selected
424,13845,2011-12-10,0.9071218510969372,1.0,0.31000000000000005,0.2,1.0,312.98,775.012330008619,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,703.0306194203688,2.1090918582611065,1.1090918582611065,2.1090918582611065,0.004741377176546853,87.51797526603394,selected
425,12772,2011-12-10,0.8678970593652764,1.0,0.31000000000000005,0.2,1.0,892.47,806.2630564078041,Medium Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,699.7533357311931,2.0992600071935796,1.0992600071935796,2.0992600071935796,0.004763583341621707,87.48921484037963,selected
426,13351,2011-12-10,0.9157832482998506,1.0,0.31000000000000005,0.2,1.0,373.94,763.1879128238933,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,698.9147058690481,2.0967441176071446,1.0967441176071446,2.0967441176071446,0.004769299179631058,87.46045441472535,selected
427,13801,2011-12-10,0.9153795002034953,1.0,0.31000000000000005,0.2,1.0,324.8,763.1879128238933,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,698.6065702020842,2.0958197106062526,1.0958197106062526,2.0958197106062526,0.004771402783070174,87.43169398907104,selected
428,13176,2011-12-10,0.7753380542466242,1.0,0.31000000000000005,0.2,1.0,481.49,900.8959838853565,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,698.4989392242704,2.0954968176728115,1.0954968176728115,2.0954968176728115,0.004772138003581254,87.40293356341674,selected
429,15740,2011-12-10,0.7929420273125705,1.0,0.31000000000000005,0.2,1.0,154.88,877.1109182441054,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,695.4981096904712,2.0864943290714133,1.0864943290714133,2.0864943290714133,0.00479272809931406,87.37417313776244,selected
430,13006,2011-12-10,0.8413778761378685,1.0,0.31000000000000005,0.2,1.0,81.57,826.2699430764857,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,695.2052498222511,2.085615749466753,1.0856157494667529,2.085615749466753,0.004794747068129297,87.34541271210814,selected
431,16432,2011-12-10,0.8967340229480192,1.0,0.31000000000000005,0.2,1.0,287.4,775.012330008619,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,694.9799245229467,2.08493977356884,1.08493977356884,2.08493977356884,0.004796301613491102,87.31665228645385,selected
432,16793,2011-12-10,0.8478110460836862,1.0,0.31000000000000005,0.2,1.0,243.84,819.490138778802,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,694.7727918133213,2.084318375439964,1.0843183754399641,2.084318375439964,0.004797731535562158,87.28789186079953,selected
433,14923,2011-12-10,0.7989211137856816,1.0,0.31000000000000005,0.2,1.0,749.1,869.4629355188805,Medium Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,694.6322968401123,2.0838968905203368,1.0838968905203368,2.0838968905203368,0.0047987019153827035,87.25913143514525,selected
434,17620,2011-12-10,0.8612908956365466,1.0,0.31000000000000005,0.2,1.0,81.44,806.2630564078041,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,694.4270299721371,2.0832810899164116,1.0832810899164116,2.0832810899164116,0.004800120371851134,87.23037100949094,selected
435,15610,2011-12-10,0.8051295793167439,1.0,0.31000000000000005,0.2,1.0,112.46000000000001,861.9489470929135,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,693.9805931654278,2.081941779496283,1.0819417794962831,2.081941779496283,0.0048032082829998525,87.20161058383664,selected
436,14416,2011-12-10,0.7257542781180385,1.0,0.31000000000000005,0.2,0.9340469895929436,490.22,955.6971884041201,Low Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,693.6013230696713,2.0808039692090134,1.0808039692090134,2.0808039692090134,0.004805834738868434,87.17285015818234,selected
437,13771,2011-12-10,0.47612044940933473,1.0,0.31000000000000005,0.2,0.9736455176313538,5728.82,2585.5608209657726,High Value,High,Loyal Customers,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1231.038380053392,11.079345420480527,1.0793454204805268,1.1079345420480526,0.02707741194217488,87.14408973252804,selected
438,16248,2011-12-10,0.8688619407144677,1.0,0.31000000000000005,0.2,1.0,152.94,793.4613772045885,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,689.408392079953,2.068225176239859,1.0682251762398591,2.068225176239859,0.0048350634712708215,87.11532930687375,selected
439,12876,2011-12-10,0.6232744081918947,1.0,0.31000000000000005,0.2,0.9665211225412892,4081.79,1972.9837044558449,High Value,High,Loyal Customers,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1229.7102507669688,11.067392256902718,1.0673922569027177,1.1067392256902717,0.027106656476632098,87.08656888121943,selected
440,16758,2011-12-10,0.8954455084104959,1.0,0.31000000000000005,0.2,1.0,369.34,769.0541165071422,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,688.6460543509227,2.065938163052768,1.0659381630527678,2.065938163052768,0.004840415932499806,87.05780845556515,selected
441,15335,2011-12-10,0.812304787465729,1.0,0.31000000000000005,0.2,1.0,170.22,847.3090000557274,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,688.273157208067,2.064819471624201,1.064819471624201,2.064819471624201,0.004843038404773437,87.02904802991084,selected
442,13858,2011-12-10,0.8391468188151572,1.0,0.31000000000000005,0.2,1.0,216.17,819.490138778802,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,687.6725430066234,2.0630176290198703,1.0630176290198703,2.0630176290198703,0.00484726832157559,87.00028760425654,selected
443,12552,2011-12-10,0.7516973959244214,1.0,0.31000000000000005,0.2,0.9047001047042371,437.82,914.6789134429865,Low Value,Core,Potential Loyalists,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,687.5617573420723,2.0626852720262168,1.0626852720262168,2.0626852720262168,0.004848049353732381,86.97152717860224,selected
444,16855,2011-12-10,0.6020268600449962,1.0,0.31000000000000005,0.2,0.9330479101168976,328.4,1140.832146770527,Low Value,Core,Potential Loyalists,2,Established Moderate-Value Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,686.8115951586526,2.060434785475958,1.060434785475958,2.060434785475958,0.004853344580711887,86.94276675294795,selected
445,13815,2011-12-10,0.3501469808012501,1.0,0.31000000000000005,0.2,0.9841661844767684,7475.74,3508.601386679457,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1228.5261823808914,11.056735641428022,1.0567356414280216,1.1056735641428022,0.027132782199833238,86.91400632729365,selected
446,17832,2011-12-10,0.7795009083231353,1.0,0.31000000000000005,0.2,1.0,155.37,877.1109182441054,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,683.7087574714194,2.0511262724142583,1.0511262724142583,2.0511262724142583,0.00487537024633281,86.88524590163934,selected
447,18126,2011-12-10,0.850806931733192,1.0,0.31000000000000005,0.2,1.0,200.92,799.810344538068,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,680.4841852049008,2.0414525556147023,1.0414525556147023,2.0414525556147023,0.004898472890049065,86.85648547598504,selected
448,13095,2011-12-10,0.9184454528576731,1.0,0.31000000000000005,0.2,1.0,74.39999999999999,740.6015505498202,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,680.2021264818245,2.0406063794454736,1.0406063794454736,2.0406063794454736,0.004900504134813819,86.82772505033074,selected
449,12446,2011-12-10,0.8274686082567476,1.0,0.31000000000000005,0.2,1.0,1002.3100000000001,819.490138778802,Medium Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,678.1023646154242,2.0343070938462726,1.0343070938462726,2.0343070938462726,0.004915678675186134,86.79896462467644,selected
450,13876,2011-12-10,0.8676412950343508,1.0,0.31000000000000005,0.2,1.0,122.7,781.0647523132385,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,677.6840332027427,2.0330520996082284,1.0330520996082284,2.0330520996082284,0.004918713102299254,86.77020419902215,selected
451,12488,2011-12-10,0.5028029378387098,1.0,0.31000000000000005,0.2,0.962405689428719,1298.66,2437.885007171177,High Value,High,Loyal Customers,2,Established Moderate-Value Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1225.775743718612,11.031981693467507,1.0319816934675075,1.1031981693467507,0.02719366368942059,86.74144377336785,selected
452,16380,2011-12-10,0.8522564365928612,1.0,0.31000000000000005,0.2,1.0,1743.15,793.4613772045885,High Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,676.2325659104467,2.02869769773134,1.02869769773134,2.02869769773134,0.004929270640560611,86.71268334771355,selected
453,13866,2011-12-10,0.9395506204882595,1.0,0.31000000000000005,0.2,1.0,145.67000000000002,719.3281149298059,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,675.8451767169493,2.0275355301508475,1.0275355301508475,2.0275355301508475,0.004932096060114914,86.68392292205924,selected
454,12718,2011-12-10,0.9184215750596911,1.0,0.31000000000000005,0.2,1.0,238.25,735.1647099206284,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,675.1911308136044,2.0255733924408132,1.0255733924408132,2.0255733924408132,0.004936873695773627,86.65516249640494,selected
455,17078,2011-12-10,0.6809654978332067,1.0,0.31000000000000005,0.2,1.0,378.2,990.5918620246177,Low Value,Core,Potential Loyalists,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,674.558880473117,2.023676641419351,1.023676641419351,2.023676641419351,0.004941500927236219,86.62640207075066,selected
456,16106,2011-12-10,0.8757701393943316,1.0,0.31000000000000005,0.2,1.0,108.38,769.0541165071422,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,673.5146308152445,2.0205438924457333,1.0205438924457333,2.0205438924457333,0.004949162469267455,86.59764164509635,selected
457,15485,2011-12-10,0.5215371130102353,1.0,0.31000000000000005,0.2,0.9795622641107662,5750.51,2347.753346251876,High Value,High,Champions,1,High-Value Loyal Customers,Personalized offer,Default scalable retention treatment,10.0,0.03,1224.4405022643227,11.019964520378903,1.0199645203789025,1.1019964520378902,0.02722331813729696,86.56888121944205,selected
458,14089,2011-12-10,0.8148778527580284,1.0,0.31000000000000005,0.2,1.0,158.75,826.2699430764857,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,673.3090770126649,2.0199272310379945,1.0199272310379945,2.0199272310379945,0.004950673393744599,86.54012079378775,selected
459,14757,2011-12-10,0.941425534073227,1.0,0.31000000000000005,0.2,1.0,420.5,714.2014887354502,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,672.3675179686651,2.0171025539059952,1.0171025539059952,2.0171025539059952,0.004957606136899492,86.51136036813345,selected
460,12512,2011-12-10,0.8724662273852124,1.0,0.31000000000000005,0.2,1.0,132.18,763.1879128238933,Low Value,Core,Need Attention,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,665.8556790874566,1.9975670372623697,0.9975670372623697,1.9975670372623697,0.005006089814990552,86.48259994247914,selected
461,13347,2011-12-10,0.8987783808939117,1.0,0.31000000000000005,0.2,1.0,341.36,740.6015505498202,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,665.636662490688,1.996909987472064,0.9969099874720639,1.996909987472064,0.005007736985010145,86.45383951682484,selected
462,17824,2011-12-10,0.7720376775293717,1.0,0.31000000000000005,0.2,1.0,298.4,861.9489470929135,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,665.4570632625002,1.9963711897875007,0.9963711897875007,1.9963711897875007,0.005009088515780689,86.42507909117056,selected
463,15450,2011-12-10,0.6305611059690432,1.0,0.31000000000000005,0.2,1.0,429.84,1053.6865033946588,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,664.4137269251901,1.99324118077557,0.9932411807755701,1.99324118077557,0.005016954343733256,86.39631866551625,selected
464,13348,2011-12-10,0.8569350680967844,1.0,0.31000000000000005,0.2,1.0,233.76,775.012330008619,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,664.1352437917834,1.99240573137535,0.99240573137535,1.99240573137535,0.005019058037489702,86.36755823986195,selected
465,16236,2011-12-10,0.9488483731501494,1.0,0.31000000000000005,0.2,1.0,432.2,699.2556083013226,Low Value,Core,About to Sleep,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,663.487546352828,1.9904626390584839,0.9904626390584839,1.9904626390584839,0.005023957648725393,86.33879781420765,selected
466,14952,2011-12-10,0.2734233280070747,0.0,0.31000000000000005,0.2,0.9749005948383305,17629.35,7770.124810744023,High Value,Strategic,Loyal Customers,1,High-Value Loyal Customers,High-touch value protection,Top 5% predictive revenue CLV,50.0,0.08,2124.5333847839725,50.988801234815334,0.9888012348153339,1.0197760246963066,0.07844859857714767,86.31003738855335,selected
467,16363,2011-12-10,0.7804734958171171,1.0,0.31000000000000005,0.2,1.0,109.36000000000001,847.3090000557274,Low Value,Core,Promising,3,Dormant One-Time Customers,Automated nurture,Early-lifecycle or dormant one-time profile,1.0,0.01,661.3022173107995,1.9839066519323985,0.9839066519323985,1.9839066519323985,0.0050405597411852165,86.28127696289906,selected
